N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH	CT_HtD
32	64	5.006790e-06	1.907349e-06	1.788139e-05	1.907349e-06
64	64	5.006790e-06	5.006790e-06	2.193451e-05	2.861023e-06
128	64	5.006790e-06	1.001358e-05	3.099442e-05	5.006790e-06
256	64	5.960464e-06	2.098083e-05	4.887581e-05	8.821487e-06
512	64	5.960464e-06	4.410744e-05	8.106232e-05	1.502037e-05
1024	64	7.152557e-06	8.511543e-05	1.449585e-04	2.908707e-05
2048	64	6.914139e-06	1.690388e-04	2.729893e-04	5.602837e-05
4096	64	7.152557e-06	3.409386e-04	4.539490e-04	1.399517e-04
8192	64	6.914139e-06	6.620884e-04	8.349419e-04	4.630089e-04
1	128	5.960464e-06	0.000000e+00	1.597404e-05	9.536743e-07
2	128	5.006790e-06	0.000000e+00	1.478195e-05	1.192093e-06
4	128	5.006790e-06	9.536743e-07	1.502037e-05	9.536743e-07
8	128	5.006790e-06	9.536743e-07	1.597404e-05	1.907349e-06
16	128	5.006790e-06	2.145767e-06	1.788139e-05	2.861023e-06
32	128	5.960464e-06	5.006790e-06	2.217293e-05	2.861023e-06
64	128	4.768372e-06	1.096725e-05	3.099442e-05	5.006790e-06
128	128	5.960464e-06	2.288818e-05	4.887581e-05	9.059906e-06
256	128	5.960464e-06	4.410744e-05	8.201599e-05	1.597404e-05
512	128	5.960464e-06	8.511543e-05	1.449585e-04	2.908707e-05
1024	128	7.152557e-06	1.678467e-04	2.720356e-04	5.507469e-05
2048	128	7.152557e-06	3.368855e-04	4.570484e-04	1.399517e-04
4096	128	6.914139e-06	6.690025e-04	8.211136e-04	4.630089e-04
8192	128	6.198883e-06	1.422167e-03	1.603842e-03	1.140118e-03
1	256	5.006790e-06	0.000000e+00	1.597404e-05	9.536743e-07
2	256	5.960464e-06	9.536743e-07	1.478195e-05	1.907349e-06
4	256	5.006790e-06	9.536743e-07	1.597404e-05	1.907349e-06
8	256	4.053116e-06	1.907349e-06	1.907349e-05	1.907349e-06
16	256	5.006790e-06	5.006790e-06	2.193451e-05	3.099442e-06
32	256	5.006790e-06	1.001358e-05	3.099442e-05	5.006790e-06
64	256	5.960464e-06	2.288818e-05	4.792213e-05	1.001358e-05
128	256	5.960464e-06	4.482269e-05	8.106232e-05	1.597404e-05
256	256	6.914139e-06	8.606911e-05	1.440048e-04	2.908707e-05
512	256	6.914139e-06	1.678467e-04	2.729893e-04	5.793571e-05
1024	256	6.914139e-06	3.349781e-04	4.508495e-04	1.440048e-04
2048	256	7.152557e-06	6.730556e-04	8.139610e-04	4.630089e-04
4096	256	6.914139e-06	1.746178e-03	1.578808e-03	1.142025e-03
8192	256	6.914139e-06	2.986908e-03	3.101110e-03	2.443075e-03
1	512	5.006790e-06	0.000000e+00	1.502037e-05	1.907349e-06
2	512	5.960464e-06	1.192093e-06	1.692772e-05	1.907349e-06
4	512	5.960464e-06	2.145767e-06	1.883507e-05	1.907349e-06
8	512	5.960464e-06	3.814697e-06	2.288818e-05	3.814697e-06
16	512	5.960464e-06	9.775162e-06	3.194809e-05	5.006790e-06
32	512	6.914139e-06	2.312660e-05	4.982948e-05	1.001358e-05
64	512	5.960464e-06	4.291534e-05	8.702278e-05	1.597404e-05
128	512	6.198883e-06	8.487701e-05	1.449585e-04	3.194809e-05
256	512	6.914139e-06	1.680851e-04	2.729893e-04	6.079674e-05
512	512	6.914139e-06	3.578663e-04	4.761219e-04	1.749992e-04
1024	512	6.914139e-06	6.721020e-04	8.189678e-04	4.649162e-04
2048	512	7.867813e-06	1.775026e-03	1.585960e-03	1.143932e-03
4096	512	7.152557e-06	3.363132e-03	3.047943e-03	2.443075e-03
8192	512	6.914139e-06	6.143093e-03	6.095886e-03	4.981041e-03
1	1024	5.960464e-06	9.536743e-07	1.811981e-05	1.907349e-06
2	1024	6.914139e-06	1.907349e-06	2.002716e-05	2.861023e-06
4	1024	5.960464e-06	4.053116e-06	2.098083e-05	2.861023e-06
8	1024	5.960464e-06	1.001358e-05	3.290176e-05	5.006790e-06
16	1024	8.106232e-06	2.312660e-05	5.078316e-05	9.059906e-06
32	1024	7.152557e-06	4.601479e-05	8.296967e-05	1.692772e-05
64	1024	8.106232e-06	8.511543e-05	1.468658e-04	3.099442e-05
128	1024	8.106232e-06	1.668930e-04	2.751350e-04	6.103516e-05
256	1024	8.106232e-06	3.349781e-04	4.568100e-04	1.440048e-04
512	1024	7.152557e-06	6.849766e-04	8.277893e-04	4.601479e-04
1024	1024	7.867813e-06	1.951218e-03	1.645088e-03	1.172066e-03
2048	1024	6.914139e-06	3.544807e-03	3.147125e-03	2.531052e-03
4096	1024	8.106232e-06	6.503105e-03	6.253958e-03	5.128145e-03
8192	1024	1.502037e-05	1.409006e-02	1.277089e-02	1.044607e-02
1	2048	6.914139e-06	3.099442e-06	2.193451e-05	2.145767e-06
2	2048	6.914139e-06	5.006790e-06	2.694130e-05	2.861023e-06
4	2048	6.914139e-06	1.215935e-05	3.504753e-05	5.006790e-06
8	2048	8.106232e-06	2.408028e-05	5.197525e-05	8.821487e-06
16	2048	1.192093e-05	4.601479e-05	8.702278e-05	1.597404e-05
32	2048	7.867813e-06	8.821487e-05	1.521111e-04	2.884865e-05
64	2048	7.867813e-06	1.850128e-04	2.920628e-04	5.578995e-05
128	2048	8.106232e-06	3.890991e-04	4.749298e-04	1.380444e-04
256	2048	8.106232e-06	7.669926e-04	8.959770e-04	5.178452e-04
512	2048	1.788139e-05	2.107859e-03	1.674175e-03	1.235008e-03
1024	2048	8.106232e-06	3.971100e-03	3.253222e-03	2.632141e-03
2048	2048	7.867813e-06	7.111073e-03	6.413221e-03	5.196810e-03
4096	2048	9.059906e-06	1.332498e-02	1.225400e-02	1.025486e-02
8192	2048	5.197525e-05	2.528906e-02	2.422500e-02	2.027297e-02
1	4096	9.059906e-06	5.006790e-06	3.099442e-05	3.814697e-06
2	4096	9.059906e-06	1.192093e-05	3.886223e-05	5.006790e-06
4	4096	1.001358e-05	2.384186e-05	5.602837e-05	8.821487e-06
8	4096	1.096725e-05	4.506111e-05	8.893013e-05	1.597404e-05
16	4096	1.096725e-05	8.893013e-05	1.530647e-04	3.099442e-05
32	4096	1.096725e-05	1.759529e-04	2.808571e-04	6.103516e-05
64	4096	1.096725e-05	3.511906e-04	4.630089e-04	1.428127e-04
128	4096	1.096725e-05	6.959438e-04	8.339882e-04	4.639626e-04
256	4096	1.096725e-05	1.806021e-03	1.602888e-03	1.140118e-03
512	4096	1.096725e-05	3.409147e-03	3.084183e-03	2.442837e-03
1024	4096	1.096725e-05	6.150961e-03	6.090879e-03	4.976034e-03
2048	4096	5.388260e-05	1.246786e-02	1.202202e-02	1.003098e-02
4096	4096	9.775162e-06	2.785492e-02	2.492189e-02	2.047896e-02
8192	4096	5.507469e-05	5.629492e-02	4.978013e-02	4.119992e-02
1	8192	1.382828e-05	1.192093e-05	4.696846e-05	5.006790e-06
2	8192	1.502037e-05	2.503395e-05	6.389618e-05	8.821487e-06
4	8192	1.502037e-05	4.577637e-05	9.703636e-05	1.502037e-05
8	8192	1.502037e-05	8.893013e-05	1.599789e-04	2.884865e-05
16	8192	1.502037e-05	1.730919e-04	2.889633e-04	5.602837e-05
32	8192	1.502037e-05	3.478527e-04	4.689693e-04	1.389980e-04
64	8192	1.502037e-05	7.069111e-04	8.511543e-04	4.739761e-04
128	8192	1.502037e-05	1.834869e-03	1.599789e-03	1.137018e-03
256	8192	1.478195e-05	3.473043e-03	3.092051e-03	2.453089e-03
512	8192	1.502037e-05	6.211042e-03	6.090164e-03	4.973888e-03
1024	8192	1.502037e-05	1.252103e-02	1.206493e-02	1.003981e-02
2048	8192	5.698204e-05	2.801919e-02	2.500796e-02	2.096081e-02
4096	8192	5.793571e-05	5.625200e-02	4.971099e-02	4.074001e-02
8192	8192	6.008148e-05	1.117098e-01	9.823012e-02	8.189583e-02
