N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH_M	CT_HtD_V
1	1	2.884865e-05	0.000000e+00	8.106232e-06	1.907349e-06
2	1	2.884865e-05	0.000000e+00	7.867813e-06	1.907349e-06
4	1	2.884865e-05	0.000000e+00	8.106232e-06	1.907349e-06
8	1	2.908707e-05	0.000000e+00	8.106232e-06	9.536743e-07
16	1	2.789497e-05	0.000000e+00	7.867813e-06	1.907349e-06
32	1	2.813339e-05	0.000000e+00	7.867813e-06	1.907349e-06
64	1	3.004074e-05	0.000000e+00	6.914139e-06	2.145767e-06
128	1	3.290176e-05	0.000000e+00	7.867813e-06	1.907349e-06
256	1	4.005432e-05	0.000000e+00	7.867813e-06	1.907349e-06
512	1	5.006790e-05	0.000000e+00	8.106232e-06	1.907349e-06
1024	1	7.295609e-05	1.907349e-06	7.867813e-06	2.861023e-06
2048	1	1.199245e-04	1.907349e-06	1.096725e-05	3.099442e-06
4096	1	2.138615e-04	5.006790e-06	1.597404e-05	4.768372e-06
8192	1	4.088879e-04	1.287460e-05	2.384186e-05	8.821487e-06
1	2	2.908707e-05	0.000000e+00	7.867813e-06	9.536743e-07
2	2	3.099442e-05	0.000000e+00	6.914139e-06	9.536743e-07
4	2	2.789497e-05	0.000000e+00	8.106232e-06	9.536743e-07
8	2	3.004074e-05	0.000000e+00	6.914139e-06	1.907349e-06
16	2	3.099442e-05	0.000000e+00	7.867813e-06	9.536743e-07
32	2	2.884865e-05	0.000000e+00	7.867813e-06	9.536743e-07
64	2	3.099442e-05	0.000000e+00	8.106232e-06	9.536743e-07
128	2	3.290176e-05	0.000000e+00	7.867813e-06	1.907349e-06
256	2	3.910065e-05	0.000000e+00	8.106232e-06	1.192093e-06
512	2	5.006790e-05	9.536743e-07	8.821487e-06	1.907349e-06
1024	2	7.390976e-05	9.536743e-07	1.096725e-05	1.907349e-06
2048	2	1.199245e-04	2.145767e-06	1.597404e-05	3.099442e-06
4096	2	2.138615e-04	5.960464e-06	2.288818e-05	5.006790e-06
8192	2	4.088879e-04	2.002716e-05	4.196167e-05	8.106232e-06
1	4	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
2	4	2.789497e-05	0.000000e+00	7.152557e-06	9.536743e-07
4	4	3.099442e-05	0.000000e+00	6.914139e-06	9.536743e-07
8	4	2.813339e-05	0.000000e+00	6.914139e-06	1.192093e-06
16	4	2.884865e-05	0.000000e+00	6.914139e-06	9.536743e-07
32	4	3.004074e-05	0.000000e+00	6.914139e-06	1.907349e-06
64	4	3.004074e-05	0.000000e+00	8.106232e-06	9.536743e-07
128	4	3.290176e-05	0.000000e+00	8.106232e-06	9.536743e-07
256	4	3.886223e-05	9.536743e-07	8.821487e-06	1.907349e-06
512	4	5.006790e-05	1.192093e-06	1.096725e-05	1.907349e-06
1024	4	7.200241e-05	2.861023e-06	1.502037e-05	1.907349e-06
2048	4	1.199245e-04	5.960464e-06	2.288818e-05	2.861023e-06
4096	4	2.140999e-04	1.096725e-05	4.076958e-05	5.006790e-06
8192	4	4.088879e-04	2.312660e-05	7.390976e-05	8.821487e-06
1	8	3.004074e-05	0.000000e+00	6.914139e-06	9.536743e-07
2	8	2.908707e-05	0.000000e+00	7.867813e-06	9.536743e-07
4	8	2.884865e-05	0.000000e+00	6.914139e-06	1.907349e-06
8	8	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
16	8	2.908707e-05	0.000000e+00	7.867813e-06	1.192093e-06
32	8	2.980232e-05	0.000000e+00	7.867813e-06	9.536743e-07
64	8	3.004074e-05	0.000000e+00	8.106232e-06	9.536743e-07
128	8	3.290176e-05	0.000000e+00	9.059906e-06	1.192093e-06
256	8	3.981590e-05	9.536743e-07	1.096725e-05	1.907349e-06
512	8	5.102158e-05	3.099442e-06	1.597404e-05	1.907349e-06
1024	8	7.390976e-05	5.006790e-06	2.312660e-05	2.145767e-06
2048	8	1.208782e-04	8.821487e-06	4.196167e-05	3.099442e-06
4096	8	2.140999e-04	3.004074e-05	7.390976e-05	5.006790e-06
8192	8	4.160404e-04	4.601479e-05	1.380444e-04	9.059906e-06
1	16	3.004074e-05	0.000000e+00	7.152557e-06	9.536743e-07
2	16	2.813339e-05	0.000000e+00	6.914139e-06	1.192093e-06
4	16	2.908707e-05	0.000000e+00	7.867813e-06	9.536743e-07
8	16	2.908707e-05	0.000000e+00	6.914139e-06	1.907349e-06
16	16	2.884865e-05	0.000000e+00	8.106232e-06	1.907349e-06
32	16	3.004074e-05	0.000000e+00	8.106232e-06	9.536743e-07
64	16	3.004074e-05	9.536743e-07	8.821487e-06	9.536743e-07
128	16	3.385544e-05	9.536743e-07	1.120567e-05	1.907349e-06
256	16	3.981590e-05	1.907349e-06	1.597404e-05	1.907349e-06
512	16	5.102158e-05	4.053116e-06	2.288818e-05	1.907349e-06
1024	16	7.390976e-05	7.867813e-06	4.100800e-05	1.907349e-06
2048	16	1.208782e-04	1.692772e-05	7.295609e-05	2.861023e-06
4096	16	2.179146e-04	4.315376e-05	1.380444e-04	4.053116e-06
8192	16	4.169941e-04	6.413460e-05	2.801418e-04	5.960464e-06
1	32	2.813339e-05	0.000000e+00	6.914139e-06	9.536743e-07
2	32	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
4	32	2.908707e-05	0.000000e+00	7.867813e-06	1.907349e-06
8	32	2.908707e-05	0.000000e+00	7.867813e-06	1.907349e-06
16	32	2.908707e-05	0.000000e+00	7.867813e-06	9.536743e-07
32	32	2.884865e-05	9.536743e-07	9.059906e-06	9.536743e-07
64	32	3.099442e-05	9.536743e-07	1.215935e-05	1.907349e-06
128	32	3.385544e-05	2.861023e-06	1.597404e-05	9.536743e-07
256	32	4.005432e-05	3.814697e-06	2.312660e-05	1.907349e-06
512	32	5.102158e-05	9.059906e-06	4.100800e-05	1.907349e-06
1024	32	7.510185e-05	1.811981e-05	7.295609e-05	1.907349e-06
2048	32	1.239777e-04	3.504753e-05	1.380444e-04	2.861023e-06
4096	32	2.210140e-04	8.821487e-05	2.830029e-04	3.814697e-06
8192	32	4.210472e-04	1.399517e-04	4.620552e-04	5.960464e-06
1	64	2.908707e-05	0.000000e+00	6.914139e-06	1.907349e-06
2	64	2.908707e-05	0.000000e+00	8.106232e-06	9.536743e-07
4	64	2.789497e-05	0.000000e+00	7.152557e-06	1.907349e-06
8	64	2.908707e-05	0.000000e+00	8.106232e-06	9.536743e-07
16	64	2.908707e-05	9.536743e-07	9.059906e-06	9.536743e-07
32	64	3.004074e-05	9.536743e-07	1.096725e-05	9.536743e-07
64	64	3.004074e-05	3.099442e-06	1.597404e-05	9.536743e-07
128	64	3.385544e-05	6.198883e-06	2.288818e-05	1.907349e-06
256	64	3.910065e-05	1.215935e-05	4.005432e-05	1.907349e-06
512	64	5.197525e-05	2.789497e-05	7.295609e-05	1.907349e-06
1024	64	7.796288e-05	5.197525e-05	1.440048e-04	1.907349e-06
2048	64	1.277924e-04	1.001358e-04	2.779961e-04	3.099442e-06
4096	64	2.279282e-04	1.900196e-04	4.618168e-04	3.814697e-06
8192	64	4.358292e-04	3.919601e-04	8.490086e-04	5.960464e-06
1	128	2.908707e-05	0.000000e+00	6.914139e-06	9.536743e-07
2	128	2.884865e-05	0.000000e+00	8.106232e-06	9.536743e-07
4	128	2.789497e-05	9.536743e-07	7.867813e-06	9.536743e-07
8	128	2.789497e-05	0.000000e+00	8.821487e-06	9.536743e-07
16	128	2.813339e-05	9.536743e-07	1.096725e-05	1.907349e-06
32	128	3.004074e-05	2.861023e-06	1.597404e-05	1.907349e-06
64	128	3.099442e-05	7.152557e-06	2.312660e-05	9.536743e-07
128	128	3.385544e-05	1.215935e-05	4.100800e-05	9.536743e-07
256	128	4.100800e-05	2.503395e-05	7.319450e-05	1.907349e-06
512	128	5.507469e-05	4.911423e-05	1.389980e-04	1.907349e-06
1024	128	8.106232e-05	9.703636e-05	2.670288e-04	2.861023e-06
2048	128	1.358986e-04	1.940727e-04	4.630089e-04	2.861023e-06
4096	128	2.439022e-04	3.948212e-04	8.020401e-04	3.814697e-06
8192	128	4.680157e-04	7.898808e-04	1.561165e-03	6.914139e-06
1	256	3.004074e-05	0.000000e+00	7.867813e-06	1.192093e-06
2	256	2.813339e-05	0.000000e+00	6.914139e-06	1.192093e-06
4	256	2.884865e-05	9.536743e-07	9.059906e-06	9.536743e-07
8	256	2.813339e-05	1.907349e-06	1.001358e-05	9.536743e-07
16	256	2.908707e-05	3.099442e-06	1.502037e-05	1.907349e-06
32	256	2.908707e-05	5.960464e-06	2.288818e-05	9.536743e-07
64	256	3.099442e-05	1.215935e-05	3.981590e-05	1.907349e-06
128	256	3.600121e-05	2.408028e-05	7.295609e-05	1.907349e-06
256	256	4.410744e-05	5.006790e-05	1.368523e-04	1.907349e-06
512	256	6.103516e-05	9.703636e-05	2.660751e-04	1.907349e-06
1024	256	9.298325e-05	1.950264e-04	4.489422e-04	2.861023e-06
2048	256	1.609325e-04	4.038811e-04	7.951260e-04	2.861023e-06
4096	256	2.920628e-04	8.018017e-04	1.533031e-03	5.006790e-06
8192	256	5.650520e-04	1.635075e-03	3.070116e-03	8.821487e-06
1	512	3.004074e-05	0.000000e+00	8.106232e-06	9.536743e-07
2	512	2.884865e-05	9.536743e-07	8.821487e-06	9.536743e-07
4	512	2.980232e-05	9.536743e-07	1.096725e-05	9.536743e-07
8	512	3.004074e-05	2.861023e-06	1.502037e-05	9.536743e-07
16	512	2.980232e-05	6.198883e-06	2.312660e-05	1.192093e-06
32	512	3.099442e-05	1.311302e-05	4.100800e-05	1.907349e-06
64	512	3.290176e-05	2.503395e-05	7.295609e-05	1.907349e-06
128	512	4.005432e-05	5.006790e-05	1.370907e-04	1.907349e-06
256	512	5.102158e-05	9.918213e-05	2.648830e-04	2.145767e-06
512	512	7.390976e-05	1.988411e-04	4.501343e-04	2.145767e-06
1024	512	1.208782e-04	4.010201e-04	7.920265e-04	2.861023e-06
2048	512	2.100468e-04	8.189678e-04	1.530886e-03	4.053116e-06
4096	512	3.948212e-04	1.636982e-03	3.007889e-03	6.914139e-06
8192	512	7.669926e-04	3.360033e-03	6.070852e-03	8.821487e-06
1	1024	3.099442e-05	9.536743e-07	1.001358e-05	9.536743e-07
2	1024	3.004074e-05	9.536743e-07	1.096725e-05	9.536743e-07
4	1024	3.099442e-05	3.099442e-06	1.478195e-05	9.536743e-07
8	1024	3.099442e-05	6.914139e-06	2.312660e-05	1.907349e-06
16	1024	3.099442e-05	1.287460e-05	4.100800e-05	1.907349e-06
32	1024	3.290176e-05	2.503395e-05	7.295609e-05	2.145767e-06
64	1024	3.910065e-05	5.006790e-05	1.368523e-04	1.907349e-06
128	1024	4.696846e-05	1.001358e-04	2.648830e-04	2.145767e-06
256	1024	6.484985e-05	2.009869e-04	4.479885e-04	1.907349e-06
512	1024	1.008511e-04	4.060268e-04	7.929802e-04	2.145767e-06
1024	1024	1.709461e-04	8.239746e-04	1.538038e-03	3.099442e-06
2048	1024	3.151894e-04	1.654148e-03	3.023863e-03	5.006790e-06
4096	1024	5.979538e-04	3.337860e-03	6.055117e-03	7.152557e-06
